2023-07-25 05:05:39,774 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 29.0
2023-08-19 19:14:37,977 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-19 23:27:07,642 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-20 01:07:09,642 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-20 01:07:09,643 - Reverse_Flow_Alarm, 
2023-08-20 01:13:56,204 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 259000.0
2023-08-20 01:14:38,048 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-20 05:05:49,199 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-20 05:14:39,723 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-20 05:27:07,767 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-20 05:46:11,772 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-20 05:48:11,230 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 260000.0
2023-08-20 07:07:09,858 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-20 07:13:56,432 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 260300.00000000003
2023-08-20 07:14:38,005 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-20 11:27:07,925 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-20 13:07:10,094 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-20 13:07:10,094 - Reverse_Flow_Alarm, 
2023-08-20 13:13:56,669 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 261600.0
2023-08-20 13:14:38,114 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-20 17:27:08,078 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-20 19:07:10,324 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-20 19:07:10,324 - Reverse_Flow_Alarm, 
2023-08-20 19:13:56,511 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 262900.0
2023-08-20 19:14:38,356 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-20 23:27:08,217 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-21 01:07:10,554 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-21 01:13:56,586 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 264100.0
2023-08-21 01:14:38,430 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-21 01:14:38,431 - Empty_Pipe_Alarm, 
2023-08-21 05:05:49,552 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-21 05:05:49,552 - Empty_Pipe_Alarm, 
2023-08-21 05:14:40,168 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-21 05:27:08,350 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-21 05:46:12,662 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-21 05:48:11,756 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 265000.0
2023-08-21 07:07:10,767 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-21 07:13:56,693 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 265400.0
2023-08-21 07:14:38,512 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-21 07:14:38,512 - Empty_Pipe_Alarm, 
2023-08-21 11:27:08,520 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-21 13:07:10,999 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-21 13:13:56,918 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 266600.0
2023-08-21 13:14:38,506 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-21 13:14:38,506 - Empty_Pipe_Alarm, 
2023-08-21 17:27:08,630 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-21 19:07:11,204 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-21 19:07:11,204 - Reverse_Flow_Alarm, 
2023-08-21 19:13:56,854 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 268800.0
2023-08-21 19:14:38,579 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-21 19:14:38,579 - Empty_Pipe_Alarm, 
2023-08-21 23:27:08,773 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-22 01:07:11,418 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-22 01:07:11,419 - Reverse_Flow_Alarm, 
2023-08-22 01:13:57,231 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 273900.0
2023-08-22 01:14:38,678 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-22 01:14:38,678 - Empty_Pipe_Alarm, 
2023-08-22 05:05:49,921 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-22 05:05:49,922 - Empty_Pipe_Alarm, 
2023-08-22 05:14:40,874 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-22 05:27:08,913 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-22 05:46:13,489 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-22 05:48:11,988 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 275800.0
2023-08-22 07:13:57,337 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 276100.0
2023-08-22 07:14:39,021 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-22 07:14:39,021 - Empty_Pipe_Alarm, 
2023-08-22 11:27:09,042 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-22 13:07:11,829 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-22 13:07:11,829 - Reverse_Flow_Alarm, 
2023-08-22 17:27:09,202 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-22 19:07:12,048 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 500.0
2023-08-22 19:07:12,048 - Reverse_Flow_Alarm, 
2023-08-22 19:13:57,516 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 280400.0
2023-08-22 19:14:38,935 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-22 19:14:38,936 - Empty_Pipe_Alarm, 
2023-08-22 23:27:09,326 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-23 01:07:12,242 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-23 01:07:12,243 - Empty_Pipe_Alarm, Reverse_Flow_Alarm, 
2023-08-23 01:13:57,498 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 285600.0
2023-08-23 01:14:39,032 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-23 01:14:39,034 - Empty_Pipe_Alarm, 
2023-08-23 05:05:50,302 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-23 05:05:50,303 - Empty_Pipe_Alarm, 
2023-08-23 05:14:41,417 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-23 05:27:09,453 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-23 05:27:17,485 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-08-23 05:46:14,367 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-23 05:46:14,368 - Empty_Pipe_Alarm, 
2023-08-23 05:48:12,418 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 287800.0
2023-08-23 07:07:12,467 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-23 07:07:12,468 - Empty_Pipe_Alarm, 
2023-08-23 07:13:57,472 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 288100.0
2023-08-23 07:14:39,111 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-23 07:14:39,117 - Empty_Pipe_Alarm, 
2023-08-23 11:27:09,607 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-23 13:07:12,684 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-23 13:07:12,684 - Reverse_Flow_Alarm, 
2023-08-23 13:07:24,528 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-08-23 13:07:36,386 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-08-23 13:07:50,064 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-08-23 13:13:57,705 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 289500.0
2023-08-23 13:14:39,210 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-23 13:14:39,211 - Empty_Pipe_Alarm, 
2023-08-23 17:27:09,753 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-23 19:07:12,893 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-23 19:07:12,894 - Empty_Pipe_Alarm, Reverse_Flow_Alarm, 
2023-08-23 19:13:57,797 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 292500.0
2023-08-23 19:14:39,450 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-23 19:14:39,450 - Empty_Pipe_Alarm, 
2023-08-23 23:27:09,905 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-24 01:07:13,095 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-24 01:07:13,101 - Empty_Pipe_Alarm, 
2023-08-24 01:13:58,042 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 298100.0
2023-08-24 01:14:39,408 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-24 01:14:39,408 - Empty_Pipe_Alarm, 
2023-08-24 05:05:50,694 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-24 05:05:50,701 - Empty_Pipe_Alarm, 
2023-08-24 05:14:41,859 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-24 05:27:10,035 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-24 05:46:15,196 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-24 05:46:15,196 - Empty_Pipe_Alarm, 
2023-08-24 05:48:12,815 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 300200.0
2023-08-24 07:07:13,295 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-24 07:13:58,024 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 300500.0
2023-08-24 07:14:39,614 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-24 07:14:39,615 - Empty_Pipe_Alarm, 
2023-08-24 11:27:10,202 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-24 13:07:13,546 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-24 13:07:13,546 - Reverse_Flow_Alarm, 
2023-08-24 13:13:58,115 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 301800.0
2023-08-24 13:14:39,711 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-24 13:14:39,712 - Empty_Pipe_Alarm, 
2023-08-24 17:27:10,349 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-24 19:07:13,746 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-24 19:07:13,746 - Reverse_Flow_Alarm, 
2023-08-24 19:13:58,222 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 305100.0
2023-08-24 19:14:39,839 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-24 19:14:39,839 - Empty_Pipe_Alarm, 
2023-08-24 23:27:10,475 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-24 23:27:10,482 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 01:13:58,462 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 309400.0
2023-08-25 01:13:58,462 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 01:14:12,045 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-08-25 01:14:23,919 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-08-25 01:14:39,812 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-25 01:14:39,812 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 01:14:39,813 - Empty_Pipe_Alarm, 
2023-08-25 01:14:52,161 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-08-25 05:05:51,056 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-25 05:05:51,056 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 05:05:51,056 - Empty_Pipe_Alarm, 
2023-08-25 05:14:42,433 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-25 05:14:42,434 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 05:27:10,617 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-25 05:27:10,617 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 05:46:16,051 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-25 05:46:16,051 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 05:46:16,051 - Empty_Pipe_Alarm, 
2023-08-25 05:48:13,479 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 311200.0
2023-08-25 05:48:13,479 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 07:07:14,165 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-25 07:07:14,166 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 07:07:14,166 - Empty_Pipe_Alarm, 
2023-08-25 07:14:39,997 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-08-25 07:14:39,997 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 07:14:39,998 - Empty_Pipe_Alarm, 
2023-08-25 11:27:10,776 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-08-25 11:27:10,776 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 13:07:14,378 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 600.0
2023-08-25 13:07:14,379 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 13:07:14,379 - Reverse_Flow_Alarm, 
2023-08-25 13:13:58,534 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 312700.0
2023-08-25 13:13:58,534 - Failed to publish telemetry: 'int' object has no attribute 'rc'
2023-08-25 13:14:40,031 - Failed to parse payload: '14'
2023-09-26 23:27:29,557 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-09-27 01:07:42,240 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 1500.0
2023-09-27 01:14:12,696 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 653100.0
2023-09-27 01:14:52,912 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-09-27 05:06:04,130 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-09-27 05:15:01,469 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-09-27 05:27:29,689 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-09-27 05:27:39,448 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-09-27 05:27:39,448 - {'end_device_ids': {'device_id': 'eui-8cf95720000b8c4c', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B8C4C', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4E0'}, 'correlation_ids': ['as:up:01HBAHPVMDXY4BMTJ3P64DC7Y7', 'gs:conn:01HAYSY8S30A5P7SVF270DX7NK', 'gs:up:host:01HAYSY8XCHW46XKSQ0V2VPAW0', 'gs:uplink:01HBAHPVDQ488EE0S5M2GMPJ16', 'ns:uplink:01HBAHPVDR55SCFXMZMQMPQ79E', 'rpc:/ttn.lorawan.v3.GsNs/HandleUplink:01HBAHPVDRWAF802P63HSJBF2T', 'rpc:/ttn.lorawan.v3.NsAs/HandleUplink:01HBAHPVMCK3VP48GTMTE4Y27M'], 'received_at': '2023-09-27T05:27:39.405140501Z', 'uplink_message': {'session_key_id': 'AYkkhB9u5MvKvGvIALeVQA==', 'f_cnt': 520, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-09-27T05:27:39.152489Z', 'timestamp': 981104850, 'rssi': -89, 'channel_rssi': -89, 'snr': 10.2, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdENLx6dMDGgsIy/rOqAYQl9u4WyDQ6J/zxoVb', 'channel_index': 4, 'received_at': '2023-09-27T05:27:37.082759848Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '903100000', 'timestamp': 981104850, 'time': '2023-09-27T05:27:39.152489Z'}, 'received_at': '2023-09-27T05:27:39.192945204Z', 'consumed_airtime': '0.051456s', 'network_ids': {'net_id': '000013', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-10-17 05:06:11,371 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-17 05:15:13,353 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-17 05:27:41,428 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-17 05:47:02,022 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2100.0
2023-10-17 05:48:36,746 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 856600.0000000001
2023-10-17 07:08:00,203 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2100.0
2023-10-17 07:14:21,588 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 857000.0
2023-10-17 07:15:00,394 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-17 13:08:00,496 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2100.0
2023-10-17 13:14:21,707 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 858200.0000000001
2023-10-17 13:15:00,373 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-17 17:27:41,777 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-17 19:08:00,713 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2100.0
2023-10-17 19:14:22,071 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 861300.0
2023-10-17 19:15:00,491 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-17 23:27:41,899 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-18 01:08:00,908 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2100.0
2023-10-18 01:14:21,904 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 867300.0
2023-10-18 01:15:00,550 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-18 02:07:05,771 - ---- MQTT process End -------
2023-10-18 05:06:11,768 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-18 05:15:13,820 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-18 05:27:42,068 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-18 05:27:50,583 - Message didn't contain expected 'uplink_message.frm_payload' field
